"순위","영화명","개봉일","매출액","매출액 점유율","관객수","스크린수","상영횟수","대표국적","국적","배급사"
"59","엔하이픈 브이알콘서트 : 이머전","2025-08-08","945066000","0.0020","29022","1","356","한국","한국","(주)어메이즈브이알코리아"
"60","배달의 영웅 : 캐리와 슈퍼콜라2","2025-10-03","255734630","0.0010","28690","385","2817","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"
"61","중간계","2025-10-15","178620100","0.0","28355","245","3896","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"62","미스터 로봇","2025-04-04","228951900","0.0010","27844","453","3873","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"63","하보우만의 약속","2025-04-16","264153360","0.0010","27576","65","1504","한국","한국","(주)드림팩트엔터테인먼트"
"64","야당: 익스텐디드 컷","2025-08-06","245877020","0.0010","27402","417","3867","한국","한국","메가박스중앙(주) 플러스엠 엔터테인먼트"
"65","신의악단","2025-12-31","195880960","0.0","24632","496","832","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"66","엄마를 버리러 갑니다","2025-11-05","216261600","0.0010","24399","158","2991","한국","한국,베트남","(주)싸이더스"
"67","지드래곤 인 시네마 [위버맨쉬]","2025-10-29","651671000","0.0020","24049","86","2453","한국","한국","(주)씨제이이엔엠,씨제이포디플렉스 주식회사"
"68","태양의 노래","2025-06-11","183826100","0.0","20973","453","4573","한국","한국","(주)바이포엠스튜디오"
"69","세븐틴 [라잇 히어] 월드 투어 인 시네마","2025-04-02","548319500","0.0010","20466","96","2678","한국","한국","씨제이포디플렉스 주식회사"
"70","주차금지","2025-05-21","149176450","0.0","19970","135","1949","한국","한국","㈜영화사 주단,(주)플레이그램"
"71","인피니트 15주년 콘서트 리미티드 에디션 더 무비","2025-06-11","470109500","0.0010","18805","42","850","한국","한국","씨지브이 아이스콘"
"72","마당을 나온 암탉","2011-07-28","153044120","0.0","18215","148","2643","한국","한국","메가박스중앙(주),롯데쇼핑㈜롯데엔터테인먼트"
"73","3일","","17166500","0.0","17169","55","832","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"74","투모로우바이투게더 브이알 콘서트 : 하트 어택","2025-10-10","529083000","0.0010","16748","1","404","한국","한국","(주)어메이즈브이알코리아"
"75","커미션","2025-07-16","98200360","0.0","14415","127","1427","한국","한국","(주)팬엔터테인먼트,(주)미디어캐슬"
"76","라이즈 오디세이 프리미어 인 시네마","","78632000","0.0","12818","21","87","한국","한국","메가박스중앙(주)"
"77","우리는 공산당이 싫어요","2025-05-09","108534600","0.0","12750","13","256","한국","한국","주식회사 킨스튜디오"
"78","블루 아카이브 : 디 오케스트라 인 시네마","2025-12-12","247606000","0.0010","12583","47","695","한국","한국","롯데컬처웍스(주)롯시플,(주)영화사 그램"
"79","빌리브","","24070000","0.0","12035","41","601","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"80","곤지암","2018-03-28","128934000","0.0","11761","58","639","한국","한국","(주)쇼박스,씨제이포디플렉스 주식회사"
"81","에이티즈 브이알 콘서트 : 라이트 더 웨이","2025-12-05","346417500","0.0010","10676","2","222","한국","한국","(주)어메이즈브이알코리아"
"82","에이티즈 월드 투어 [투워즈 더 라이트 : 윌 투 파워] 인 시네마","2025-05-07","265397500","0.0010","10616","64","831","한국","한국","씨제이포디플렉스 주식회사"
"83","퐁당퐁당 러브: 더 무비","2025-10-09","103798000","0.0","10511","43","498","한국","한국","롯데컬처웍스(주)롯시플"
"84","로보카폴리 사막 구조대 이야기","","62434100","0.0","9417","68","678","한국","한국",""
"85","극장판 다이노맨: 공룡산의 비밀","2025-07-25","63479750","0.0","9288","91","787","한국","한국","(주)플레이그램"
"86","코드: G 주목의 시작","2025-12-27","49686200","0.0","8893","39","277","한국","한국","주식회사 케이티스튜디오지니,(주)영화특별시에스엠씨"
"87","제로베이스원 더 퍼스트 투어 [타임리스 월드] 인 시네마","2025-03-12","222175000","0.0010","8887","68","947","한국","한국","씨제이포디플렉스 주식회사"
"88","포레스텔라 : 더 웨이브 인 시네마","2025-11-19","219475000","0.0010","8779","32","355","한국","한국","(주)엘지유플러스,(주)씨네필운"
"89","원 인 어 밀리언","2025-10-20","216675000","0.0010","8667","35","413","한국","한국","씨제이 씨지브이(CJ CGV)(주),씨제이포디플렉스 주식회사"
"90","몬스타엑스 : 커넥트 엑스 인 시네마","2025-12-03","212675000","0.0010","8507","60","912","한국","한국","씨제이포디플렉스 주식회사"
"91","코넬의 상자","2025-01-08","44183900","0.0","8421","54","689","한국","한국","와이드 릴리즈(주)"
"92","제이홉 투어 ‘홉 온 더 스테이지’ 더 무비","2025-11-12","232105000","0.0010","8366","79","1580","한국","한국","씨지브이 아이스콘"
"93","레드벨벳 해피니스 다이어리 : 마이 디어, 레베럽 인 시네마","2025-02-05","207745000","0.0010","8310","72","1239","한국","한국","씨제이포디플렉스 주식회사"
"94","아이 캔 스피크","2017-09-21","53394900","0.0","7631","57","426","한국","한국","(주)마노엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스"
"95","처음 듣는 광복","","6798000","0.0","6798","22","244","한국","한국",""
"96","쉬리","1999-02-13","59223300","0.0","6208","87","929","한국","한국","(주)씨제이이엔엠"
"97","세븐틴 월드 투어 '비 더 선'","2025-07-10","123979500","0.0","6199","37","107","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"98","백! 스테이지","","30750000","0.0","6032","25","311","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"99","뜻밖의 순간 : 언익스펙티드 저니","","17091000","0.0","5983","10","159","한국","한국",""
"100","이찬원 정규 2집 ‘찬란’ 청음회","","23568000","0.0","5892","40","40","한국","한국","롯데컬처웍스(주)롯시플,(주)영화사 그램"
"101","(여자)아이들 월드투어 [아이돌] 인 시네마","2025-01-08","132350000","0.0","5294","74","699","한국","한국","씨제이포디플렉스 주식회사,씨지브이 아이스콘"
"102","2017 방탄소년단 라이브 트릴로지 에피소드 3 윙스 투어 더 파이널 리마스터링","2025-09-23","125943620","0.0","5209","94","867","한국","한국","메가박스중앙(주)"
"103","2019 방탄소년단 월드 투어 '러브 유어셀프 : 스피크 유어셀프' 런던 리마스터링","2025-09-23","124624660","0.0","5163","81","693","한국","한국","메가박스중앙(주)"
"104","김재중 20주년 기념 콘서트 : 플라워 가든","2025-01-09","123853700","0.0","4975","41","384","한국","한국","씨지브이 아이스콘"
"105","지구의 주인은 고양이다","","28791700","0.0","4959","45","385","한국","한국",""
"106","마루는 강쥐","","30351800","0.0","4943","47","377","한국","한국",""
"107","2016 방탄소년단 라이브 화양연화 온 스테이지 : 에필로그 리마스터링","2025-09-23","118487680","0.0","4901","95","853","한국","한국","메가박스중앙(주)"
"108","사랑의 하츄핑","2024-08-07","28658420","0.0","4467","8","120","한국","한국","(주)쇼박스"
"109","악의 도시","2025-06-20","40737260","0.0","4378","119","696","한국","한국","(주)영화특별시에스엠씨"
"110","대탈출 : 더 스토리 특별판","2025-07-23","43352000","0.0","4353","21","168","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"111","반짝반짝 달님이","","28069600","0.0","4299","57","470","한국","한국",""
"112","길 위의 뭉치","","40700000","0.0","4011","2","27","한국","한국",""
"113","샤샤 & 마일로","","22319100","0.0","3810","59","404","한국","한국",""
"114","헤어질 결심","2022-06-29","34249500","0.0","3505","13","161","한국","한국","(주)씨제이이엔엠"
"115","식사이론","2025-08-20","13950000","0.0","3486","75","595","한국","한국","롯데컬처웍스(주)롯데시네마"
"116","2021 방탄소년단 머스터 소우주 리마스터링","2025-09-23","81328560","0.0","3404","75","603","한국","한국","메가박스중앙(주)"
"117","수상한 그녀","2014-01-22","22072000","0.0","3364","4","39","한국","한국","(주)씨제이이엔엠"
"118","뿌까의 짜장면파티","2022-07-04","19798000","0.0","3291","4","80","한국","한국","(주)에픽캔"
"119","엔하이픈 월드 투어 '페이트'","2025-07-10","62400000","0.0","3120","37","107","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"120","방탄소년단 '맵 오브 더 소울 : 원'","2025-07-10","62179000","0.0","3109","53","207","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"121","남으로 가는 길","2025-04-02","29848200","0.0","3049","40","260","한국","한국,몽고","THE 픽쳐스"
"122","인생은 아름다워","2022-09-28","17195000","0.0","3018","4","43","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"
"123","용한 소녀","","17816300","0.0","3015","40","316","한국","한국",""
"124","차은우 브이알 콘서트 : 메모리즈 (CHA EUN-WOO VR CONCERT : MEMORIES )","2025-06-18","95449000","0.0","3004","2","293","한국","한국","(주)어메이즈브이알코리아"
"125","김준수 콘서트 무비 챕터 원 : 레크리에이션","2024-06-05","68563000","0.0","2981","14","70","한국","한국","롯데컬처웍스(주)롯시플,(주)영화사 그램"
"126","투모로우바이투게더 월드 투어 '액트 : 스위트 미라지'","2025-07-10","59600000","0.0","2980","37","106","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"127","기생충","2019-05-30","37018500","0.0","2915","27","734","한국","한국","(주)씨제이이엔엠"
"128","히든페이스","2024-11-20","30154000","0.0","2850","19","335","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"129","나야, 문희","","3247000","0.0","2839","10","110","한국","한국","씨지브이 아이스콘,(주)스튜디오디에이치엘,(주)마노엔터테인먼트"
"130","국제시장","2014-12-17","18536000","0.0","2828","2","28","한국","한국","(주)씨제이이엔엠"
"131","호랑님의 생일날","2024-10-04","16134000","0.0","2679","5","68","한국","한국","(주)니즈텔레콤"
"132","정동원 성탄총동원 더 무비","2024-12-18","62956000","0.0","2519","13","117","한국","한국","씨지브이 아이스콘"
"133","시민덕희","2024-01-24","16716000","0.0","2359","4","22","한국","한국","(주)쇼박스"
"134","마사이 크로스","2025-11-20","24252300","0.0","2332","9","70","한국","한국","(주)드림팩트엔터테인먼트"
"135","전장의 유산","2025-05-21","25392400","0.0","2263","16","170","한국","한국","컬츠인큐티에프"
"136","콩나물","","6522000","0.0","2260","19","456","한국","한국","(주)아토"
"137","1승","2024-12-04","19486300","0.0","2182","4","59","한국","한국","(주)콘텐츠지오,(주)키다리스튜디오,㈜아티스트컴퍼니"
"138","플로우","","9865000","0.0","2179","12","168","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"139","망국전쟁 : 뉴라이트의 시작","2025-07-23","19301700","0.0","2136","28","201","한국","한국","주식회사 한류역사문화티브이"
"140","7인의 황후","2025-02-26","20527500","0.0","2122","5","28","한국","한국","(주)드림팩트엔터테인먼트"
"140","스즈메의 문단속-하이라이트 필름콘서트","2025-03-26","24873000","0.0","2122","28","374","한국","한국","씨제이포디플렉스 주식회사,씨제이 씨지브이(CJ CGV)(주)"
"142","피로 지켜낸 대한민국","2025-10-16","16440600","0.0","2119","20","137","한국","한국","주식회사 킨스튜디오"
"143","영웅","2022-12-21","15849000","0.0","2109","3","22","한국","한국","(주)씨제이이엔엠"
"144","파라노이드 키드","","2098000","0.0","2098","50","735","한국","한국",""
"144","안경","","3836000","0.0","2098","50","735","한국","한국",""
"146","이머시브 시네마: 뽀로로 극장판 스위트캐슬 대모험","2025-12-13","32944000","0.0","2075","1","25","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"
"147","연극 빵야","2025-03-26","39818000","0.0","1991","11","101","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"148","에이티즈 에이 투 지 온 스크린","2025-10-23","19530000","0.0","1953","12","24","한국","한국","씨지브이 아이스콘"
"149","아이들","","5558000","0.0","1874","69","710","한국","한국","㈜인디스토리"
"150","도토리 문화센터: Part1 고두리, 취미 지옥에 빠지다","","9906100","0.0","1855","40","258","한국","한국",""
"151","만담","2025-02-05","26379500","0.0","1834","28","231","한국","한국","씨지브이 아이스콘"
"152","2024 태민 월드 투어 [이페머럴 게이즈]","2025-07-18","35154000","0.0","1759","8","22","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"153","#런석진_에피소드. 투어 더 무비","2025-12-31","43125000","0.0","1725","46","85","한국","한국","씨제이포디플렉스 주식회사"
"154","뮤지컬 오지게 재밌는 가시나들","2025-07-23","32786000","0.0","1651","14","157","한국","한국","(주)한국영상연합"
"155","뮤지컬 라파치니의 정원","2025-07-09","31815500","0.0","1603","14","159","한국","한국","(주)한국영상연합"
"156","폴킴, 친애하는 당신께","2025-05-07","29608500","0.0","1523","27","226","한국","한국","씨지브이 아이스콘"
"157","리틀 포레스트","2018-02-28","12822300","0.0","1407","27","214","한국","한국","메가박스중앙(주) 플러스엠 엔터테인먼트"
"158","투 브라더스","2025-01-15","14136000","0.0","1394","7","79","한국","한국","㈜닥터케이프로덕션"
"159","브레드이발소: 빵스타의 탄생","2024-09-14","9291700","0.0","1315","13","76","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"160","브라운아이드소울 '소울 트라이시클'","","6267000","0.0","1284","12","30","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"161","김동하 : 커넥트","2025-04-02","17970500","0.0","1280","22","189","한국","한국","씨지브이 아이스콘"
"162","홍어의 역습","2025-12-10","11138500","0.0","1227","20","48","한국","한국","시네마 뉴원"
"163","태극기 휘날리며","2004-02-05","8278000","0.0","1217","2","14","한국","한국","(주)제이앤씨미디어그룹,와이드 릴리즈(주),(주)다자인소프트,(주)쇼박스"
"164","스피릿 핑거스! 1화","2025-08-20","8344000","0.0","1192","21","132","한국","한국","주식회사 넘버쓰리픽쳐스"
"165","엑시트","2019-07-31","12841900","0.0","1147","19","81","한국","한국","(주)씨제이이엔엠"
"166","공동경비구역 JSA","2000-09-08","14066000","0.0","1119","5","8","한국","한국","씨제이엔터테인먼트"
"167","차은우 : 메모리즈 인 시네마","2025-09-24","14462000","0.0","1033","25","191","한국","한국","씨제이포디플렉스 주식회사"
"168","아가씨","2016-06-01","9689900","0.0","1020","9","96","한국","한국","(주)씨제이이엔엠"
"169","해피해피","2025-05-29","10276400","0.0","1008","14","73","한국","한국","시네마 뉴원"
"170","오! 문희","2020-09-02","7189000","0.0","933","2","13","한국","한국","CGV아트하우스"
"171","말모이","2019-01-09","7349000","0.0","932","4","10","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"
"172","3일의 휴가","2023-12-06","6303000","0.0","909","1","23","한국","한국","(주)쇼박스"
"173","하루 또 하루","2025-04-17","8234200","0.0","893","12","49","한국","한국","주식회사 블루필름웍스"
"174","동주","2016-02-17","8049700","0.0","889","30","153","한국","한국","메가박스중앙(주) 플러스엠 엔터테인먼트"
"175","파일럿","2024-07-31","6259000","0.0","878","2","8","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"
"176","아이 킬 유","2025-07-23","9126700","0.0","870","22","146","한국","한국","(주)트리플픽쳐스"
"177","씨지브이 에이아이 영화제 수상작","","4195500","0.0","836","25","189","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"178","사랑가 사랑을 더하다","2025-10-23","7459800","0.0","817","7","44","한국","한국","(주)피터팬픽쳐스"
"179","태극기 집회 / 7년의 기록","2025-06-19","6561600","0.0","767","29","167","한국","한국","거짓과 진실"
"180","스피릿 핑거스! 2화","2025-08-20","5145000","0.0","735","16","106","한국","한국","주식회사 넘버쓰리픽쳐스"
"181","장수상회","2015-04-09","4965000","0.0","733","2","10","한국","한국","(주)씨제이이엔엠"
"182","신비아파트 10주년 극장판: 한 번 더, 소환","2026-01-14","8281400","0.0","731","4","5","한국","한국","(주)씨제이이엔엠"
"183","사바하","2019-02-20","4935000","0.0","713","28","138","한국","한국","(주)씨제이이엔엠"
"184","여름의 카메라","","4792000","0.0","679","2","14","한국","한국",""
"185","청설","2024-11-06","6160000","0.0","678","6","71","한국","한국","메가박스중앙(주) 플러스엠 엔터테인먼트"
"186","안전제일, 놀이퀴즈 최강전","2024-04-11","4084000","0.0","669","2","18","한국","한국","(주)니즈텔레콤"
"187","기적","2021-09-15","5010000","0.0","642","1","4","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"
"188","쏜애플 불구경 2022 라이브 콘서트 필름","2023-03-08","9330000","0.0","622","1","6","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"189","너의 결혼식","2018-08-22","4079400","0.0","586","27","130","한국","한국","메가박스중앙(주) 플러스엠 엔터테인먼트"
"189","쏜애플 불구경 2024 라이브 콘서트 필름","2024-10-30","8787500","0.0","586","1","6","한국","한국","씨지브이 아이스콘"
"191","베테랑2","2024-09-13","5910000","0.0","567","25","72","한국","한국","(주)씨제이이엔엠"
"192","주사위놀이, 마불 세계여행","2024-01-03","3253000","0.0","542","2","14","한국","한국","(주)니즈텔레콤"
"193","탈주","2024-07-03","4739000","0.0","533","1","6","한국","한국","메가박스중앙(주) 플러스엠 엔터테인먼트"
"194","씨지브이 에이아이 영화제 노미네이트 작품전","","2588000","0.0","514","21","171","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"195","핑크퐁 원더스타 특별편: 호기와 도둑자동차","2024-07-18","3158000","0.0","468","2","21","한국","한국","더핑크퐁컴퍼니(주)"
"196","부정선거, 신의 작품인가 감독판","","4798000","0.0","464","1","5","한국","한국","루디아코프"
"197","쿵쿵따 탐험대","2024-06-26","2760000","0.0","460","1","12","한국","한국","(주)니즈텔레콤"
"198","검은뱀","2025-10-29","4105200","0.0","456","16","99","한국","한국","(주)이놀미디어"
"199","접속","1997-09-13","4867000","0.0","448","2","17","한국","한국",""
"200","부당거래","2010-10-28","3045500","0.0","442","29","84","한국","한국","씨제이엔터테인먼트"
"201","모가디슈","2021-07-28","2970300","0.0","426","27","107","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"
"202","고고다이노 극장판: 곤충세계 대모험","2026-01-14","3744000","0.0","416","1","1","한국","한국","(주)모꼬지,롯데컬처웍스(주)롯데시네마"
"203","우당탕탕 운동회","2024-04-03","2478000","0.0","413","1","14","한국","한국","(주)니즈텔레콤"
"204","사이공 선셋","2025-04-30","2811000","0.0","407","20","31","한국","한국","(주)로드하우스"
"205","클래식","2003-01-30","3997000","0.0","405","1","45","한국","한국","(주)시네마서비스,(주)씨제이이엔엠"
"206","핑크퐁과 호기: 새 친구 니니모 1부","2025-03-08","2804000","0.0","397","3","54","한국","한국","더핑크퐁컴퍼니(주)"
"207","MSFF2025 인정사정 볼 것 없다 2","","3910000","0.0","391","1","2","한국","한국",""
"208","MSFF2025 품행제로 2","","3880000","0.0","388","1","2","한국","한국",""
"208","인생 세탁소","","2028000","0.0","388","1","7","한국","한국",""
"210","MSFF2025 기담 2","","3860000","0.0","386","1","2","한국","한국",""
"211","MSFF2025 품행제로 3","","3850000","0.0","385","1","2","한국","한국",""
"212","MSFF2025 질투는 나의 힘 1","","3820000","0.0","382","1","2","한국","한국",""
"213","설국열차","2013-08-01","3448000","0.0","381","9","59","한국","한국,체코","(주)씨제이이엔엠"
"214","핑크퐁 공룡 유치원","2025-03-08","2558500","0.0","378","2","36","한국","한국","더핑크퐁컴퍼니(주)"
"215","MSFF2025 고양이를 부탁해 3","","3770000","0.0","377","1","2","한국","한국",""
"216","MSFF2025 고양이를 부탁해 2","","3750000","0.0","375","1","2","한국","한국",""
"216","MSFF2025 고양이를 부탁해 1","","3750000","0.0","375","1","2","한국","한국",""
"218","MSFF2025 질투는 나의 힘 3","","3740000","0.0","374","1","2","한국","한국",""
"219","빅토리","2024-08-14","2990000","0.0","373","1","4","한국","한국","(주)마인드마크"
"220","MSFF2025 품행제로 1","","3690000","0.0","369","1","2","한국","한국",""
"221","짝패","2006-05-25","2472000","0.0","365","29","106","한국","한국","씨제이엔터테인먼트"
"222","삼진그룹 영어토익반","2020-10-21","3949000","0.0","357","1","4","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트"
"223","MSFF2025 기담 3","","3500000","0.0","350","1","2","한국","한국",""
"224","1947 보스톤","2023-09-27","2621000","0.0","343","1","11","한국","한국","롯데컬처웍스(주)롯데엔터테인먼트,(주)콘텐츠지오,주식회사 에이투지엔터테인먼트"
