collected_at,collection_status,collection_note,chart_year,rank,movie_name,worldwide_gross_usd,domestic_gross_usd,domestic_share_pct,foreign_gross_usd,foreign_share_pct,domestic_release_date_from_group,domestic_opening_gross_from_group_usd,domestic_total_gross_from_group_usd,open_date,genre,rating,distributor,opening_gross_usd,opening_theaters,widest_release_theaters,running_time,source_chart_url,source_release_group_url,source_domestic_release_url
2026-04-14T16:06:15.862Z,success,,2017,21,The Greatest Showman,434993183,174340174,40.1,260653009,59.9,"Dec 20, 2017",8805843,174340174,"Dec 20, 2017",Biography|Drama|Musical,PG,Twentieth Century Fox,8805843,3006,3342,1 hr 45 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr3788919301/,https://www.boxofficemojo.com/release/rl1700234753/
2026-04-14T16:06:15.862Z,success,,2017,22,Kingsman: The Golden Circle,410902662,100234838,24.4,310667824,75.6,"Sep 22, 2017",39023010,100229647,"Sep 22, 2017",Action|Adventure|Comedy|Crime|Thriller,R,Twentieth Century Fox,39023010,4003,4038,2 hr 21 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr4226437637/,https://www.boxofficemojo.com/release/rl1434224129/
2026-04-14T16:06:15.862Z,success,,2017,23,The Mummy,409231607,80227895,19.6,329003712,80.4,"Jun 9, 2017",31688375,80227895,"Jun 9, 2017",Action|Adventure|Fantasy|Horror|Thriller,PG-13,Universal Pictures,31688375,4035,4035,1 hr 51 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr336351749/,https://www.boxofficemojo.com/release/rl3563423233/
2026-04-14T16:06:15.862Z,success,,2017,24,Cars 3,383930656,152901115,39.8,231029541,60.2,"Jun 16, 2017",53688680,152901115,"Jun 16, 2017",Adventure|Animation|Comedy|Family|Sport,G,Walt Disney Studios Motion Pictures,53688680,4256,4256,1 hr 42 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr659837445/,https://www.boxofficemojo.com/release/rl2054981121/
2026-04-14T16:06:15.862Z,success,,2017,25,Fifty Shades Darker,381545846,114581250,30,266964596,70,"Feb 10, 2017",46607250,114581250,"Feb 10, 2017",Drama|Mystery|Romance|Thriller,R,Universal Pictures,46607250,3710,3714,1 hr 58 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr897274373/,https://www.boxofficemojo.com/release/rl3997271553/
2026-04-14T16:06:15.862Z,success,,2017,26,Murder on the Orient Express,352789811,102826543,29.1,249963268,70.9,"Nov 10, 2017",28681472,102826543,"Nov 10, 2017",Comedy|Crime|Drama|Mystery|Thriller,PG-13,Twentieth Century Fox,28681472,3341,3354,1 hr 54 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr550195717/,https://www.boxofficemojo.com/release/rl2407302657/
2026-04-14T16:06:15.862Z,success,,2017,27,xXx: Return of Xander Cage,346118277,44898413,13,301219864,87,"Jan 20, 2017",20130142,44898413,"Jan 20, 2017",Action|Adventure|Thriller,PG-13,Paramount Pictures,20130142,3651,3651,1 hr 47 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr2351256069/,https://www.boxofficemojo.com/release/rl1904182785/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2017,28,Never Say Die,334530869,,,334530869,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr1742557701/,
2026-04-14T16:06:15.862Z,success,,2017,29,The Lego Batman Movie,312150384,175750384,56.3,136400000,43.7,"Feb 10, 2017",53003468,175750384,"Feb 10, 2017",Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,PG,Warner Bros.,53003468,4088,4088,1 hr 44 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr4049621509/,https://www.boxofficemojo.com/release/rl660506113/
2026-04-14T16:06:15.862Z,success,,2017,30,The Ex-File 3: Return of the Exes,307592427,838959,0.3,306753468,99.7,"Dec 29, 2017",125291,838959,"Dec 29, 2017",Comedy|Romance,,China Lion Film Distribution,125291,21,24,2 hr,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr4030747141/,https://www.boxofficemojo.com/release/rl1829078529/
2026-04-14T16:06:15.862Z,success,,2017,31,Annabelle: Creation,306592201,102092201,33.3,204500000,66.7,"Aug 11, 2017",35006404,102092201,"Aug 11, 2017",Horror|Mystery|Thriller,R,Warner Bros.,35006404,3502,3565,1 hr 49 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr1765757445/,https://www.boxofficemojo.com/release/rl2541716993/
2026-04-14T16:06:15.862Z,success,,2017,32,Wonder,305937718,132422809,43.3,173514909,56.7,"Nov 17, 2017",27547866,132422809,"Nov 17, 2017",Drama|Family,PG,Lionsgate,27547866,3096,3519,1 hr 53 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr1543524869/,https://www.boxofficemojo.com/release/rl1719567873/
2026-04-14T16:06:15.862Z,success,,2017,33,Ferdinand,296069199,84410380,28.5,211658819,71.5,"Dec 15, 2017",13401586,84410380,"Dec 15, 2017",Adventure|Animation|Comedy|Drama|Family,PG,Twentieth Century Fox,13401586,3621,3630,1 hr 48 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr2621854213/,https://www.boxofficemojo.com/release/rl1968408065/
2026-04-14T16:06:15.862Z,success,,2017,34,Split,278454358,138291365,49.7,140162993,50.3,"Jan 20, 2017",40010975,138291365,"Jan 20, 2017",Horror|Thriller,PG-13,Universal Pictures,40010975,3038,3373,1 hr 57 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr1413370373/,https://www.boxofficemojo.com/release/rl1300006401/
2026-04-14T16:06:15.862Z,success,,2017,35,Blade Runner 2049,259154159,92054159,35.5,167100000,64.5,"Oct 6, 2017",32753122,92054159,"Oct 6, 2017",Action|Drama|Mystery|Sci-Fi|Thriller,R,Warner Bros.,32753122,4058,4058,2 hr 44 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr3880014341/,https://www.boxofficemojo.com/release/rl444564993/
2026-04-14T16:06:15.862Z,success,,2017,36,Kung Fu Yoga,257743016,362657,0.1,257380359,99.9,"Jan 27, 2017",111979,362657,"Jan 27, 2017",Action|Adventure|Comedy|Family|Fantasy|Mystery,,Well Go USA Entertainment,111979,14,27,1 hr 47 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr1152078341/,https://www.boxofficemojo.com/release/rl637568513/
2026-04-14T16:06:15.862Z,success,,2017,37,Get Out,255407969,176040665,68.9,79367304,31.1,"Feb 24, 2017",33377060,176040665,"Feb 24, 2017",Horror|Mystery|Thriller,R,Universal Pictures,33377060,2781,3143,1 hr 44 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr922309125/,https://www.boxofficemojo.com/release/rl256280065/
2026-04-14T16:06:15.862Z,success,,2017,38,Baahubali 2: The Conclusion,254158390,20186659,7.9,233971731,92.1,"Apr 28, 2017",10430497,20186659,"Apr 28, 2017",Action|Drama,,Great India Films,10430497,425,425,2 hr 47 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr1896370693/,https://www.boxofficemojo.com/release/rl1023641089/
2026-04-14T16:06:15.862Z,success,,2017,39,Journey to the West: The Demons Strike Back,247585244,880346,0.4,246704898,99.6,"Feb 3, 2017",463883,880346,"Feb 3, 2017",Adventure|Comedy|Fantasy,PG-13,Sony Pictures Releasing,463883,67,67,1 hr 49 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr473584133/,https://www.boxofficemojo.com/release/rl620791297/
2026-04-14T16:06:15.862Z,success,,2017,40,Alien: Covenant,240891763,74262031,30.8,166629732,69.2,"May 19, 2017",36160621,74262031,"May 19, 2017",Horror|Sci-Fi|Thriller,R,Twentieth Century Fox,36160621,3761,3772,2 hr 2 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr3109048837/,https://www.boxofficemojo.com/release/rl696026625/
2026-04-14T16:06:15.862Z,success,,2017,41,Paddington 2,227291591,40891591,18,186400000,82,"Jan 12, 2018",11001961,40891591,"Jan 12, 2018",Adventure|Comedy|Family,PG,Warner Bros.,11001961,3702,3702,1 hr 43 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr99635717/,https://www.boxofficemojo.com/release/rl1577289217/
2026-04-14T16:06:15.862Z,success,,2017,42,Youth,227091290,1891956,0.8,225199334,99.2,"Dec 15, 2017",338604,1891956,"Dec 15, 2017",Drama|Romance|War,,China Lion Film Distribution,338604,30,35,2 hr 15 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr3006157317/,https://www.boxofficemojo.com/release/rl2013431297/
2026-04-14T16:06:15.862Z,success,,2017,43,Baby Driver,226945087,107825862,47.5,119119225,52.5,"Jun 28, 2017",20553320,107825862,"Jun 28, 2017",Action|Crime|Drama|Music,R,TriStar Pictures,20553320,3226,3226,1 hr 53 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr2790674949/,https://www.boxofficemojo.com/release/rl1165854209/
2026-04-14T16:06:15.862Z,success,,2017,44,Valerian and the City of a Thousand Planets,225874228,41189488,18.2,184684740,81.8,"Jul 21, 2017",17007624,41189488,"Jul 21, 2017",Action|Adventure|Animation|Fantasy|Sci-Fi,PG-13,STX Entertainment,17007624,3553,3553,2 hr 16 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr170283525/,https://www.boxofficemojo.com/release/rl3044902401/
2026-04-14T16:06:15.862Z,success,,2017,45,Geostorm,221900160,33700160,15.2,188200000,84.8,"Oct 20, 2017",13707376,33700160,"Oct 20, 2017",Action|Sci-Fi|Thriller,PG-13,Warner Bros.,13707376,3246,3246,1 hr 51 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr586895877/,https://www.boxofficemojo.com/release/rl2169865729/
2026-04-14T16:06:15.862Z,success,,2017,46,The Emoji Movie,217776646,86089513,39.5,131687133,60.5,"Jul 28, 2017",24531923,86089513,"Jul 28, 2017",Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,PG,Sony Pictures Releasing,24531923,4075,4075,1 hr 26 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr3402125829/,https://www.boxofficemojo.com/release/rl3363603969/
2026-04-14T16:06:15.862Z,success,,2017,47,A Dog's Purpose,205035819,64508620,31.5,140527199,68.5,"Jan 27, 2017",18222810,64508620,"Jan 27, 2017",Adventure|Comedy|Drama|Family|Fantasy,PG,Universal Pictures,18222810,3059,3178,1 hr 40 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr1070879237/,https://www.boxofficemojo.com/release/rl427787777/
2026-04-14T16:06:15.862Z,success,,2017,48,Smurfs: The Lost Village,197183546,45020282,22.8,152163264,77.2,"Apr 7, 2017",13210449,45020282,"Apr 7, 2017",Adventure|Animation|Comedy|Family|Fantasy,PG,Sony Pictures Releasing,13210449,3610,3610,1 hr 30 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr4281881093/,https://www.boxofficemojo.com/release/rl326141441/
2026-04-14T16:06:15.862Z,success,,2017,49,The Shape of Water,195243464,63859435,32.7,131384029,67.3,"Dec 1, 2017",166564,63859435,,Drama|Fantasy|Romance|Sci-Fi,R,Fox Searchlight Pictures,166564,2,2341,2 hr 3 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr635589125/,https://www.boxofficemojo.com/release/rl3540026881/
2026-04-14T16:06:15.862Z,success,,2017,50,Pitch Perfect 3,185400345,104897530,56.6,80502815,43.4,"Dec 22, 2017",19928525,104897530,"Dec 22, 2017",Comedy|Music,PG-13,Universal Pictures,19928525,3447,3468,1 hr 33 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr2567524869/,https://www.boxofficemojo.com/release/rl343770625/
2026-04-14T16:06:15.862Z,success,,2017,51,The Hitman's Bodyguard,183415183,75468583,41.1,107946600,58.9,"Aug 18, 2017",21384504,75468583,"Aug 18, 2017",Action|Comedy|Crime|Thriller,R,Lionsgate,21384504,3377,3377,1 hr 58 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr1416712709/,https://www.boxofficemojo.com/release/rl2407433729/
2026-04-14T16:06:15.862Z,success,,2017,52,Daddy's Home 2,180613180,104029443,57.6,76583737,42.4,"Nov 10, 2017",29651193,104029443,"Nov 10, 2017",Comedy,PG-13,Paramount Pictures,29651193,3575,3575,1 hr 40 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr2751222277/,https://www.boxofficemojo.com/release/rl0034305/
2026-04-14T16:06:15.862Z,success,,2017,53,The Post,179769457,81903458,45.6,97865999,54.4,"Dec 22, 2017",526011,81903458,,Biography|Drama|History|Thriller|War,PG-13,Twentieth Century Fox,526011,9,2851,1 hr 56 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr2575061509/,https://www.boxofficemojo.com/release/rl3590358529/
2026-04-14T16:06:15.862Z,success,,2017,54,Baywatch,177856751,58060186,32.6,119796565,67.4,"May 25, 2017",18503871,58060186,"May 25, 2017",Action|Comedy|Crime,R,Paramount Pictures,18503871,3647,3647,1 hr 56 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr475615749/,https://www.boxofficemojo.com/release/rl595559937/
2026-04-14T16:06:15.862Z,success,,2017,55,John Wick: Chapter 2,171539887,92029184,53.6,79510703,46.4,"Feb 10, 2017",30436123,92029184,"Feb 10, 2017",Action|Crime|Thriller,R,Lionsgate,30436123,3113,3113,2 hr 2 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr4071117317/,https://www.boxofficemojo.com/release/rl1702856193/
2026-04-14T16:06:15.862Z,success,,2017,56,Ghost in the Shell,169801921,40563557,23.9,129238364,76.1,"Mar 31, 2017",18676033,40563557,"Mar 31, 2017",Action|Crime|Drama|Mystery|Sci-Fi|Thriller,PG-13,Paramount Pictures,18676033,3440,3440,1 hr 47 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr511201797/,https://www.boxofficemojo.com/release/rl3361048065/
2026-04-14T16:06:15.862Z,success,,2017,57,"Three Billboards Outside Ebbing, Missouri",160060063,54513740,34.1,105546323,65.9,"Nov 10, 2017",322168,54513740,,Comedy|Crime|Drama,R,Fox Searchlight Pictures,322168,4,1726,1 hr 55 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr2684375557/,https://www.boxofficemojo.com/release/rl4278224385/
2026-04-14T16:06:15.862Z,success,,2017,58,Duckweed,152894264,471575,0.3,152422689,99.7,"Feb 10, 2017",160739,471575,"Feb 10, 2017",Comedy|Drama|Fantasy,,China Lion Film Distribution,160739,27,30,1 hr 42 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr2262258181/,https://www.boxofficemojo.com/release/rl100697601/
2026-04-14T16:06:15.862Z,success,,2017,59,Darkest Hour,150847207,56468410,37.4,94378797,62.6,"Nov 22, 2017",175006,56468410,,Biography|Drama|History|War,PG-13,Focus Features,175006,4,1733,2 hr 5 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr509170181/,https://www.boxofficemojo.com/release/rl570525185/
2026-04-14T16:06:15.862Z,success,,2017,60,King Arthur: Legend of the Sword,149175066,39175066,26.3,110000000,73.7,"May 12, 2017",15371270,39175066,"May 12, 2017",Action|Adventure|Drama|Fantasy,PG-13,Warner Bros.,15371270,3702,3702,2 hr 6 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr1495814661/,https://www.boxofficemojo.com/release/rl1348240897/
2026-04-14T16:06:15.862Z,success,,2017,61,The Foreigner,145374099,34393507,23.7,110980592,76.3,"Oct 13, 2017",13113024,34393507,"Oct 13, 2017",Action|Crime|Thriller,R,STX Entertainment,13113024,2515,2515,1 hr 53 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr2172342789/,https://www.boxofficemojo.com/release/rl1358988801/
2026-04-14T16:06:15.862Z,success,,2017,62,Power Rangers,142337240,85364450,60,56972790,40,"Mar 24, 2017",40300288,85364450,"Mar 24, 2017",Action|Adventure|Fantasy|Sci-Fi,PG-13,Lionsgate,40300288,3693,3693,2 hr 4 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr3708310021/,https://www.boxofficemojo.com/release/rl1181451777/
2026-04-14T16:06:15.862Z,success,,2017,63,Girls Trip,140552359,115171585,81.9,25380774,18.1,"Jul 21, 2017",31201920,115171585,"Jul 21, 2017",Adventure|Comedy|Drama,R,Universal Pictures,31201920,2591,2648,2 hr 2 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr439505413/,https://www.boxofficemojo.com/release/rl360613377/
2026-04-14T16:06:15.862Z,success,,2017,64,American Made,134866593,51342000,38.1,83524593,61.9,"Sep 29, 2017",16776390,51342000,"Sep 29, 2017",Action|Comedy|Crime|Drama|Thriller,R,Universal Pictures,16776390,3024,3098,1 hr 55 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr447304197/,https://www.boxofficemojo.com/release/rl291669505/
2026-04-14T16:06:15.862Z,success,,2017,65,A Bad Moms Christmas,130560428,72110659,55.2,58449769,44.8,"Nov 1, 2017",16759161,72110659,"Nov 1, 2017",Comedy,R,STX Entertainment,16759161,3615,3615,1 hr 44 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr4243739141/,https://www.boxofficemojo.com/release/rl3238102529/
2026-04-14T16:06:15.862Z,success,,2017,66,Happy Death Day,125479266,55683845,44.4,69795421,55.6,"Oct 13, 2017",26039025,55683845,"Oct 13, 2017",Comedy|Horror|Mystery|Thriller,PG-13,Universal Pictures,26039025,3149,3535,1 hr 36 min,https://www.boxofficemojo.com/year/world/2017/,https://www.boxofficemojo.com/releasegroup/gr3528348165/,https://www.boxofficemojo.com/release/rl729712129/
